@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
12372,'2024/02/26 17:13:59:653',11,0.677986,0.1751,0.712658,0.567732,0.584631,0.579003,0.598974,0.578906,0.52437,0.513556,0.539319,0.571683,0.631401,0.698791,0.718153,0.70592,0.696314,0.72088,0.708089,0.728365,0.718752,0.651972,0.553639,0.421522,0.365632,0.358969,0.332422,0,0,0,0,0,0,2
12373,'2024/02/26 17:13:59:664',11,0.659497,0.180759,0.714418,0.562132,0.58486,0.630259,0.591123,0.60577,0.569772,0.526969,0.548205,0.592398,0.612944,0.6904,0.733503,0.716252,0.678279,0.716309,0.72777,0.762188,0.740138,0.673937,0.549892,0.448107,0.372741,0.362451,0.337468,0,0,0,0,0,0,2
12374,'2024/02/26 17:13:59:676',11,0.65044,0.173469,0.713383,0.590137,0.604352,0.631167,0.574031,0.558987,0.583455,0.474459,0.497007,0.555057,0.608077,0.706578,0.699997,0.664925,0.69094,0.718535,0.711001,0.746105,0.70558,0.641984,0.532801,0.428688,0.381114,0.359257,0.33793,0,0,0,0,0,0,2
12375,'2024/02/26 17:13:59:687',11,0.645072,0.168188,0.713863,0.587886,0.583066,0.609135,0.588059,0.551964,0.549484,0.482231,0.520502,0.562418,0.619943,0.687119,0.672571,0.654164,0.705964,0.721634,0.696473,0.739228,0.674812,0.604189,0.504316,0.427836,0.369258,0.358957,0.339137,0,0,0,0,0,0,2
12376,'2024/02/26 17:13:59:699',11,0.668011,0.172233,0.713858,0.58881,0.605673,0.572132,0.595675,0.559463,0.516065,0.509985,0.545819,0.563155,0.622393,0.692446,0.699504,0.693104,0.688069,0.715164,0.680466,0.717958,0.699552,0.629208,0.532038,0.411618,0.370483,0.354156,0.332476,0,0,0,0,0,0,2
12377,'2024/02/26 17:13:59:710',11,0.653159,0.17957,0.713568,0.594072,0.604972,0.629144,0.566658,0.595626,0.556713,0.53788,0.561725,0.595995,0.615068,0.683887,0.730692,0.71241,0.677818,0.711289,0.705677,0.749609,0.73197,0.667539,0.543242,0.428647,0.370619,0.352951,0.335402,0,0,0,0,0,0,2
12378,'2024/02/26 17:13:59:722',11,0.645903,0.176209,0.714998,0.535479,0.585495,0.62129,0.55491,0.556651,0.580444,0.495367,0.525789,0.557949,0.595705,0.699346,0.699799,0.669128,0.675406,0.708282,0.698251,0.740574,0.703204,0.640216,0.52055,0.407219,0.376853,0.354441,0.342328,0,0,0,0,0,0,2
12379,'2024/02/26 17:13:59:733',11,0.635609,0.170347,0.713282,0.553236,0.549378,0.592309,0.571728,0.552501,0.546969,0.492662,0.50261,0.547364,0.617262,0.684675,0.670383,0.646849,0.702452,0.716302,0.691626,0.733977,0.673788,0.60397,0.498775,0.411176,0.370539,0.355544,0.339876,0,0,0,0,0,0,2
12380,'2024/02/26 17:13:59:745',11,0.657093,0.169808,0.714112,0.571628,0.604232,0.544522,0.600928,0.547252,0.517727,0.510629,0.518848,0.54196,0.614033,0.686602,0.680391,0.684056,0.683986,0.711886,0.666781,0.711881,0.67927,0.607921,0.51371,0.399833,0.370363,0.35279,0.337483,0,0,0,0,0,0,2
12381,'2024/02/26 17:13:59:757',11,0.648796,0.176328,0.713387,0.615039,0.588387,0.6034,0.555524,0.580569,0.527757,0.534948,0.52344,0.553919,0.618142,0.679959,0.726304,0.709217,0.681175,0.705531,0.696836,0.734461,0.717708,0.654377,0.53571,0.420365,0.369336,0.350783,0.336685,0,0,0,0,0,0,2
12382,'2024/02/26 17:13:59:768',11,0.638834,0.176924,0.713338,0.584136,0.588597,0.621673,0.544333,0.555005,0.566628,0.513692,0.506173,0.527071,0.582935,0.689008,0.698955,0.675157,0.664008,0.697419,0.697413,0.736066,0.701243,0.633746,0.507925,0.413709,0.371786,0.355457,0.344525,0,0,0,0,0,0,2
12383,'2024/02/26 17:13:59:780',11,0.626156,0.171303,0.714478,0.559632,0.580571,0.6126,0.546556,0.538024,0.54267,0.488544,0.501014,0.536399,0.606115,0.68163,0.666986,0.63808,0.694839,0.708414,0.688972,0.72541,0.665969,0.598873,0.497025,0.402895,0.36677,0.363565,0.34336,0,0,0,0,0,0,2
12384,'2024/02/26 17:13:59:792',11,0.644473,0.170605,0.713276,0.568337,0.560647,0.561488,0.593038,0.535059,0.508435,0.501183,0.501131,0.513285,0.599711,0.675944,0.659562,0.665249,0.673907,0.704637,0.665928,0.705846,0.661983,0.58387,0.490112,0.395832,0.363744,0.357462,0.343722,0,0,0,0,0,0,2
12385,'2024/02/26 17:13:59:803',11,0.644024,0.175982,0.714629,0.566805,0.570369,0.603286,0.566787,0.583805,0.51694,0.512665,0.528387,0.569313,0.613745,0.674274,0.715438,0.696456,0.670368,0.696251,0.694001,0.716829,0.703749,0.638564,0.524374,0.411773,0.369929,0.35082,0.342815,0,0,0,0,0,0,2
12386,'2024/02/26 17:13:59:815',11,0.631115,0.178352,0.712932,0.58855,0.590308,0.612355,0.561077,0.566378,0.55926,0.501644,0.500238,0.545757,0.578776,0.676421,0.696813,0.675944,0.64999,0.687226,0.696144,0.730818,0.698562,0.627589,0.498678,0.412228,0.37668,0.368561,0.343701,0,0,0,0,0,0,2
12387,'2024/02/26 17:13:59:826',11,0.618467,0.171504,0.713938,0.574164,0.562121,0.586688,0.539491,0.536106,0.544119,0.46713,0.479239,0.530372,0.599566,0.678866,0.664144,0.627271,0.683802,0.6999,0.682436,0.717084,0.659813,0.592432,0.490956,0.409076,0.363808,0.361129,0.33767,0,0,0,0,0,0,2
12388,'2024/02/26 17:13:59:838',11,0.630504,0.168598,0.714068,0.600282,0.576916,0.551202,0.579713,0.527978,0.511766,0.462231,0.504185,0.538956,0.592282,0.666966,0.647608,0.649787,0.669602,0.697683,0.654434,0.701661,0.643464,0.566141,0.468719,0.399436,0.36292,0.363596,0.339091,0,0,0,0,0,0,2
12389,'2024/02/26 17:13:59:849',11,0.638509,0.175577,0.713232,0.556857,0.594902,0.550449,0.556689,0.566284,0.494579,0.505532,0.52796,0.560322,0.608607,0.669546,0.703074,0.684907,0.664677,0.688919,0.670089,0.699583,0.689789,0.622554,0.509099,0.385402,0.361346,0.364407,0.337512,0,0,0,0,0,0,2
12390,'2024/02/26 17:13:59:862',11,0.624016,0.18004,0.714186,0.54,0.568804,0.599104,0.551887,0.561967,0.552117,0.511293,0.522341,0.559437,0.578786,0.66585,0.696359,0.677721,0.641864,0.681889,0.681568,0.725044,0.695356,0.626237,0.489589,0.397022,0.364445,0.359372,0.340208,0,0,0,0,0,0,2
12391,'2024/02/26 17:13:59:873',11,0.614301,0.172206,0.712497,0.557771,0.550817,0.609654,0.541734,0.528143,0.544006,0.469608,0.473376,0.523442,0.587929,0.677582,0.664979,0.627687,0.670834,0.692554,0.670853,0.709427,0.656591,0.591535,0.481803,0.396556,0.367112,0.35562,0.34037,0,0,0,0,0,0,2
12392,'2024/02/26 17:13:59:885',11,0.616773,0.167942,0.71382,0.55902,0.574431,0.575574,0.570949,0.521526,0.508847,0.464644,0.47803,0.518799,0.58737,0.659221,0.642741,0.63874,0.669427,0.692305,0.651561,0.699264,0.633213,0.558604,0.457332,0.395739,0.365642,0.351641,0.337738,0,0,0,0,0,0,2
12393,'2024/02/26 17:13:59:896',11,0.631877,0.17174,0.712653,0.567308,0.58147,0.576204,0.556934,0.541515,0.497403,0.475628,0.495617,0.525307,0.599242,0.664898,0.68817,0.675765,0.663384,0.682902,0.648958,0.684708,0.667738,0.601091,0.492746,0.388467,0.372366,0.353329,0.335174,0.748448,0.449036,0,0,0,0,2
12394,'2024/02/26 17:13:59:908',11,0.615031,0.179563,0.712123,0.565288,0.55415,0.601869,0.530834,0.550441,0.519359,0.494621,0.50714,0.520863,0.573426,0.655361,0.695514,0.678196,0.642618,0.67727,0.674584,0.716849,0.686994,0.617024,0.485574,0.385931,0.368883,0.363926,0.339676,0,0,0,0,0,0,2
12395,'2024/02/26 17:13:59:919',11,0.606042,0.173914,0.711715,0.557263,0.561008,0.574779,0.519893,0.514974,0.538005,0.450238,0.482509,0.506954,0.568004,0.670677,0.660709,0.626731,0.654872,0.680926,0.664805,0.699727,0.649677,0.58454,0.470442,0.38292,0.365717,0.3667,0.337602,0,0,0,0,0,0,2
12396,'2024/02/26 17:13:59:931',11,0.601747,0.171462,0.710168,0.532742,0.567905,0.55644,0.552697,0.510589,0.499247,0.448009,0.484983,0.508251,0.57939,0.649009,0.632648,0.618799,0.664666,0.681728,0.649863,0.691383,0.623165,0.545707,0.44111,0.3937,0.367717,0.360943,0.33859,0,0,0,0,0,0,2
12397,'2024/02/26 17:13:59:942',11,0.620533,0.173695,0.711163,0.527386,0.56495,0.527618,0.55694,0.523794,0.47369,0.460097,0.475022,0.509539,0.584394,0.653927,0.664207,0.655372,0.647449,0.673231,0.644916,0.669684,0.64758,0.573923,0.473364,0.367699,0.364661,0.352453,0.337249,0,0,0,0,0,0,2
12398,'2024/02/26 17:13:59:954',11,0.604887,0.178165,0.709327,0.560705,0.567835,0.567716,0.531745,0.555275,0.504968,0.476484,0.494073,0.540175,0.569769,0.644581,0.688779,0.670983,0.63244,0.668105,0.669591,0.701711,0.674387,0.604396,0.475148,0.388776,0.367578,0.351933,0.334555,0,0,0,0,0,0,2
12399,'2024/02/26 17:13:59:965',11,0.597093,0.175128,0.709968,0.539965,0.536739,0.586564,0.520296,0.507269,0.53711,0.444604,0.435804,0.50412,0.552838,0.658643,0.655449,0.62261,0.635717,0.665418,0.656611,0.689416,0.64449,0.573936,0.455945,0.38698,0.36232,0.355566,0.33206,0,0,0,0,0,0,2
12400,'2024/02/26 17:13:59:978',11,0.58756,0.170125,0.708953,0.563783,0.522149,0.585377,0.53157,0.497617,0.497705,0.425551,0.466054,0.507126,0.569779,0.640472,0.625422,0.601117,0.65677,0.670698,0.644236,0.682209,0.611273,0.536286,0.438108,0.381063,0.356216,0.34931,0.331901,0,0,0,0,0,0,2
12401,'2024/02/26 17:13:59:989',11,0.607661,0.173076,0.707881,0.557305,0.583939,0.548571,0.553131,0.497301,0.477604,0.458134,0.48014,0.509237,0.571886,0.643389,0.640581,0.637146,0.633939,0.664907,0.621542,0.658677,0.626663,0.548447,0.452675,0.384835,0.361723,0.349703,0.334519,0,0,0,0,0,0,2
12402,'2024/02/26 17:14:00:000',11,0.596437,0.177638,0.7081,0.578694,0.553775,0.581044,0.517391,0.542176,0.490174,0.492927,0.501471,0.550143,0.572307,0.635738,0.680797,0.660924,0.626603,0.659989,0.647509,0.685113,0.662497,0.594182,0.470025,0.388684,0.364309,0.356588,0.328197,0,0,0,0,0,0,2
12403,'2024/02/26 17:14:00:012',11,0.589827,0.178859,0.706808,0.533436,0.528686,0.555019,0.513166,0.502132,0.52814,0.472713,0.455447,0.510686,0.543538,0.647912,0.652077,0.622871,0.616515,0.652977,0.642327,0.682241,0.640038,0.569403,0.444134,0.380899,0.364706,0.351172,0.332603,0,0,0,0,0,0,2
12404,'2024/02/26 17:14:00:024',11,0.578071,0.174244,0.707318,0.520866,0.539435,0.539897,0.514137,0.492011,0.498465,0.448755,0.437596,0.498565,0.566124,0.636544,0.621621,0.590933,0.648568,0.663316,0.6354,0.674158,0.607437,0.533116,0.432675,0.373497,0.351626,0.348107,0.33867,0,0,0,0,0,0,2
12405,'2024/02/26 17:14:00:035',11,0.594779,0.172058,0.705617,0.553014,0.558509,0.524631,0.550935,0.494437,0.464137,0.456618,0.454047,0.492239,0.55764,0.63429,0.621538,0.62519,0.628881,0.659316,0.60474,0.652892,0.605143,0.526661,0.429207,0.3773,0.351598,0.34362,0.332604,0,0,0,0,0,0,2
12406,'2024/02/26 17:14:00:047',11,0.590575,0.175955,0.705528,0.54354,0.533661,0.545322,0.509025,0.524223,0.468523,0.488333,0.479752,0.505609,0.570761,0.630346,0.673615,0.654778,0.627683,0.651009,0.629411,0.667193,0.646312,0.579051,0.455277,0.371746,0.359566,0.347205,0.326058,0.748467,0.430677,0,0,0,0,2
12407,'2024/02/26 17:14:00:059',11,0.581349,0.179767,0.705076,0.564484,0.531569,0.574561,0.505192,0.49694,0.510718,0.466617,0.452823,0.474291,0.53319,0.635686,0.649806,0.627099,0.605602,0.641554,0.635755,0.676184,0.636542,0.562458,0.435398,0.373437,0.351086,0.358228,0.331318,0,0,0,0,0,0,2
12408,'2024/02/26 17:14:00:070',11,0.569451,0.173251,0.704127,0.538313,0.555368,0.574457,0.495823,0.47629,0.495928,0.444571,0.451275,0.485731,0.555907,0.63373,0.617527,0.585074,0.637758,0.653712,0.628659,0.66425,0.599563,0.526664,0.421985,0.380336,0.349586,0.347426,0.330622,0,0,0,0,0,0,2
12409,'2024/02/26 17:14:00:082',11,0.580777,0.172463,0.704403,0.553514,0.54537,0.536816,0.533314,0.468791,0.456226,0.434273,0.450603,0.459795,0.543133,0.622003,0.60363,0.607702,0.621236,0.650648,0.603269,0.646498,0.588018,0.506642,0.414422,0.385564,0.34579,0.336264,0.325578,0,0,0,0,0,0,2
12410,'2024/02/26 17:14:00:094',11,0.584355,0.175986,0.702363,0.476297,0.550919,0.563807,0.508434,0.524141,0.450022,0.444134,0.459282,0.503043,0.559389,0.623074,0.659602,0.640653,0.617536,0.640448,0.625508,0.647622,0.628301,0.560417,0.443778,0.376687,0.35984,0.338236,0.327836,0.748453,0.469049,0,0,0,0,2
12411,'2024/02/26 17:14:00:105',11,0.571666,0.180543,0.702732,0.489796,0.517492,0.557609,0.509513,0.511371,0.497744,0.448549,0.44337,0.487967,0.524342,0.621025,0.647305,0.627192,0.593032,0.631465,0.635174,0.668693,0.630733,0.556729,0.419779,0.376137,0.354909,0.337987,0.327351,0,0,0,0,0,0,2
12412,'2024/02/26 17:14:00:117',11,0.560799,0.176968,0.701603,0.549357,0.501259,0.502667,0.494314,0.468526,0.494875,0.390699,0.416831,0.471728,0.537556,0.628946,0.614912,0.574035,0.623352,0.642588,0.621674,0.653168,0.59139,0.520798,0.417609,0.376614,0.350368,0.345391,0.330104,0,0,0,0,0,0,2
12413,'2024/02/26 17:14:00:128',11,0.566301,0.176054,0.700974,0.533937,0.558037,0.515097,0.527031,0.458013,0.472885,0.394346,0.445454,0.48418,0.537885,0.612172,0.593879,0.588408,0.61494,0.640473,0.596434,0.640464,0.56892,0.487062,0.400378,0.368534,0.358359,0.349114,0.327987,0,0,0,0,0,0,2
12414,'2024/02/26 17:14:00:140',11,0.576296,0.177007,0.700913,0.547847,0.548451,0.510028,0.499504,0.491728,0.449127,0.440303,0.46613,0.502001,0.555573,0.616146,0.643375,0.625074,0.604782,0.630577,0.606315,0.629589,0.611889,0.538215,0.420094,0.359945,0.358477,0.344184,0.326163,0,0,0,0,0,0,2
12415,'2024/02/26 17:14:00:151',11,0.562622,0.182702,0.699509,0.514538,0.478381,0.554859,0.49214,0.495193,0.48571,0.466087,0.464094,0.51412,0.5222,0.608934,0.644185,0.625107,0.58179,0.624698,0.620008,0.659782,0.624156,0.548907,0.412039,0.376614,0.35124,0.344004,0.323528,0,0,0,0,0,0,2
12416,'2024/02/26 17:14:00:163',11,0.554214,0.179131,0.699728,0.49816,0.521933,0.556017,0.473776,0.453057,0.492912,0.426172,0.426318,0.468476,0.526683,0.622221,0.612469,0.570703,0.606392,0.632482,0.607882,0.643517,0.586231,0.515417,0.411749,0.373803,0.352924,0.343298,0.327861,0,0,0,0,0,0,2
12417,'2024/02/26 17:14:00:175',11,0.551794,0.17685,0.697916,0.505569,0.548032,0.541762,0.516688,0.460685,0.449411,0.412394,0.453761,0.466394,0.532416,0.601667,0.58564,0.573402,0.611119,0.632856,0.591078,0.634811,0.558996,0.47962,0.394139,0.372297,0.357571,0.342017,0.327412,0,0,0,0,0,0,2
12418,'2024/02/26 17:14:00:186',11,0.566569,0.178703,0.697976,0.505748,0.516081,0.52279,0.511266,0.475651,0.439582,0.425774,0.45075,0.460605,0.539743,0.607346,0.622481,0.611908,0.60028,0.624074,0.576607,0.6145,0.588021,0.514246,0.417257,0.379563,0.35886,0.334561,0.321871,0,0,0,0,0,0,2
12419,'2024/02/26 17:14:00:198',11,0.55285,0.180287,0.696965,0.558858,0.517774,0.555076,0.476004,0.482111,0.457619,0.45365,0.449574,0.464562,0.525506,0.596112,0.638966,0.621434,0.583103,0.618391,0.603955,0.647009,0.612184,0.540518,0.410065,0.360454,0.351377,0.333803,0.317903,0,0,0,0,0,0,2
12420,'2024/02/26 17:14:00:210',11,0.546744,0.179942,0.695904,0.524647,0.537072,0.5042,0.461128,0.415373,0.471956,0.434385,0.44653,0.448037,0.50971,0.613173,0.606154,0.573233,0.589199,0.619375,0.597144,0.633854,0.579129,0.508544,0.398344,0.356123,0.341562,0.341517,0.319287,0,0,0,0,0,0,2
12421,'2024/02/26 17:14:00:221',11,0.539063,0.179086,0.696111,0.541818,0.521401,0.467794,0.483483,0.423227,0.442767,0.422635,0.424561,0.446178,0.526968,0.591441,0.574668,0.557111,0.60633,0.622119,0.58642,0.627451,0.551028,0.469045,0.381839,0.355891,0.345591,0.336818,0.323245,0,0,0,0,0,0,2
12422,'2024/02/26 17:14:00:233',11,0.556074,0.179624,0.69437,0.522346,0.545691,0.487305,0.505731,0.455193,0.419268,0.430104,0.417509,0.451312,0.524329,0.595764,0.598278,0.592788,0.587261,0.615075,0.571821,0.603265,0.566052,0.489535,0.390732,0.358945,0.348755,0.336319,0.319829,0,0,0,0,0,0,2
12423,'2024/02/26 17:14:00:244',11,0.543843,0.181015,0.694705,0.524519,0.523028,0.524372,0.484961,0.4996,0.426962,0.415547,0.428167,0.473343,0.517861,0.587769,0.632562,0.612765,0.576485,0.609489,0.599845,0.631524,0.598586,0.527825,0.403323,0.34912,0.350732,0.335863,0.320882,0,0,0,0,0,0,2
12424,'2024/02/26 17:14:00:256',11,0.537511,0.181284,0.692592,0.533477,0.519255,0.552048,0.477143,0.440438,0.458694,0.381389,0.407934,0.441408,0.494972,0.601311,0.600497,0.570421,0.570885,0.603074,0.591931,0.624357,0.57426,0.499938,0.384278,0.361085,0.348904,0.336786,0.316416,0,0,0,0,0,0,2
12425,'2024/02/26 17:14:00:268',11,0.527333,0.180396,0.691856,0.516076,0.511671,0.530589,0.468264,0.442293,0.437742,0.359209,0.405242,0.453572,0.511759,0.585356,0.571446,0.540919,0.596958,0.611074,0.580715,0.616563,0.540135,0.460115,0.386174,0.364778,0.33899,0.329786,0.318668,0,0,0,0,0,0,2
12426,'2024/02/26 17:14:00:279',11,0.541888,0.181993,0.691196,0.546575,0.527106,0.497348,0.489383,0.43363,0.409949,0.404499,0.4253,0.444234,0.510273,0.585445,0.57566,0.574251,0.574181,0.605669,0.555488,0.592522,0.5446,0.459443,0.383066,0.360778,0.348967,0.332659,0.317302,0,0,0,0,0,0,2
12427,'2024/02/26 17:14:00:291',11,0.535328,0.183444,0.689667,0.510381,0.500676,0.53428,0.469176,0.469302,0.429902,0.420586,0.449475,0.483132,0.516261,0.579102,0.62273,0.601021,0.566687,0.598957,0.581499,0.611608,0.583082,0.509949,0.392736,0.357123,0.344354,0.332144,0.319304,0,0,0,0,0,0,2
12428,'2024/02/26 17:14:00:303',11,0.528726,0.187884,0.689948,0.51812,0.502885,0.508491,0.468239,0.441413,0.461186,0.405451,0.409842,0.452217,0.487289,0.589239,0.596357,0.570675,0.551748,0.589917,0.579144,0.615701,0.568556,0.491759,0.375435,0.369727,0.330771,0.34052,0.316263,0,0,0,0,0,0,2
12429,'2024/02/26 17:14:00:314',11,0.518003,0.184632,0.68776,0.508252,0.538782,0.446611,0.466644,0.429481,0.43225,0.39782,0.387782,0.431193,0.509925,0.58125,0.563249,0.529174,0.586014,0.602091,0.57127,0.606695,0.532365,0.454525,0.371484,0.357613,0.342727,0.334505,0.313632,0,0,0,0,0,0,2
12430,'2024/02/26 17:14:00:325',11,0.529152,0.188845,0.688082,0.489696,0.48013,0.433974,0.491683,0.415135,0.39609,0.391905,0.414478,0.424607,0.499382,0.57293,0.556345,0.560589,0.566119,0.598139,0.538286,0.586686,0.521688,0.443947,0.369019,0.359637,0.351608,0.334596,0.314171,0,0,0,0,0,0,2
12431,'2024/02/26 17:14:00:337',11,0.528444,0.186039,0.686638,0.507362,0.489419,0.487359,0.457045,0.455632,0.404823,0.42898,0.431522,0.443592,0.509008,0.571629,0.613092,0.591618,0.565806,0.589206,0.556297,0.592522,0.565837,0.497645,0.386553,0.360311,0.350707,0.335604,0.313445,0,0,0,0,0,0,2
12432,'2024/02/26 17:14:00:349',11,0.520502,0.190123,0.685638,0.496063,0.525258,0.531677,0.430284,0.438378,0.44303,0.435196,0.422027,0.425322,0.469727,0.5743,0.594933,0.572065,0.540751,0.58001,0.567378,0.608602,0.563906,0.487948,0.382551,0.343838,0.345967,0.336676,0.315087,0,0,0,0,0,0,2
12433,'2024/02/26 17:14:00:360',11,0.510211,0.184473,0.685514,0.526086,0.494252,0.526318,0.428779,0.409864,0.416407,0.378297,0.398561,0.435663,0.496544,0.576905,0.562716,0.52298,0.572089,0.591758,0.562056,0.59525,0.526312,0.450483,0.36542,0.34008,0.335395,0.327878,0.315076,0,0,0,0,0,0,2
12434,'2024/02/26 17:14:00:372',11,0.516602,0.186801,0.683358,0.500911,0.516666,0.495579,0.465749,0.397094,0.380745,0.377507,0.387419,0.418213,0.489608,0.560609,0.544029,0.542987,0.560516,0.589323,0.53647,0.580553,0.509628,0.425737,0.355099,0.350136,0.342172,0.327025,0.306688,0,0,0,0,0,0,2
12435,'2024/02/26 17:14:00:384',11,0.521633,0.187387,0.683713,0.506251,0.501103,0.497752,0.44406,0.442263,0.389461,0.384652,0.390228,0.448678,0.498654,0.563088,0.596255,0.576801,0.554957,0.579122,0.549133,0.574349,0.546587,0.472297,0.366767,0.360704,0.33878,0.332926,0.307313,0,0,0,0,0,0,2
12436,'2024/02/26 17:14:00:395',11,0.5109,0.18978,0.681612,0.513146,0.508692,0.502854,0.428944,0.450519,0.441496,0.381046,0.366035,0.441888,0.468001,0.559448,0.590482,0.570525,0.530825,0.571234,0.564965,0.600231,0.556889,0.479196,0.362958,0.362976,0.339818,0.327073,0.306116,0,0,0,0,0,0,2
12437,'2024/02/26 17:14:00:407',11,0.502993,0.18875,0.681404,0.49073,0.495039,0.442418,0.423711,0.417073,0.443052,0.374335,0.349546,0.403751,0.476775,0.571808,0.555352,0.518613,0.556924,0.580047,0.554308,0.584002,0.518834,0.440975,0.35395,0.355001,0.347076,0.318726,0.305244,0,0,0,0,0,0,2
12438,'2024/02/26 17:14:00:418',11,0.502083,0.190108,0.680766,0.519468,0.500885,0.467124,0.458558,0.412441,0.399905,0.376427,0.397216,0.406623,0.483111,0.5515,0.533226,0.521688,0.555261,0.577972,0.532942,0.573437,0.493552,0.413343,0.346993,0.332489,0.335349,0.323045,0.312524,0,0,0,0,0,0,2
12439,'2024/02/26 17:14:00:430',11,0.512394,0.190595,0.678969,0.505944,0.504261,0.452241,0.452904,0.429936,0.39783,0.388716,0.403981,0.426651,0.488082,0.554914,0.574727,0.555997,0.54168,0.568961,0.534504,0.555057,0.526709,0.451615,0.362627,0.337094,0.337685,0.319393,0.309227,0,0,0,0,0,0,2
12440,'2024/02/26 17:14:00:442',11,0.500304,0.190217,0.678694,0.526764,0.483052,0.492307,0.439713,0.447527,0.419309,0.395026,0.411937,0.450499,0.458032,0.544155,0.584516,0.56277,0.521377,0.562636,0.553088,0.587046,0.545882,0.46851,0.361589,0.340674,0.331376,0.32027,0.303995,0,0,0,0,0,0,2
12441,'2024/02/26 17:14:00:453',11,0.494578,0.189931,0.676657,0.493662,0.522019,0.521376,0.424743,0.417655,0.432734,0.360363,0.377405,0.39343,0.460418,0.561118,0.552905,0.513504,0.536972,0.565339,0.539482,0.571885,0.510887,0.433144,0.348365,0.340388,0.329249,0.325264,0.303938,0,0,0,0,0,0,2
12442,'2024/02/26 17:14:00:465',11,0.48898,0.194097,0.676706,0.494374,0.47833,0.492311,0.442638,0.391124,0.378801,0.36523,0.388575,0.382531,0.472487,0.538893,0.524547,0.505291,0.548278,0.566046,0.52526,0.564818,0.479044,0.400834,0.344195,0.337974,0.332548,0.31964,0.305797,0,0,0,0,0,0,2
12443,'2024/02/26 17:14:00:477',11,0.500733,0.193943,0.674562,0.505248,0.480672,0.490321,0.449655,0.408219,0.37361,0.372466,0.36812,0.402482,0.471279,0.544365,0.550738,0.542027,0.530826,0.558729,0.502494,0.541083,0.501574,0.426153,0.344964,0.337526,0.33149,0.316515,0.302688,0,0,0,0,0,0,2
12444,'2024/02/26 17:14:00:488',11,0.49056,0.19333,0.673676,0.48967,0.512824,0.475117,0.408698,0.441782,0.394904,0.371937,0.397776,0.413993,0.464026,0.532225,0.576206,0.555277,0.518119,0.55527,0.527797,0.571064,0.532215,0.460576,0.345553,0.344469,0.330622,0.311082,0.301891,0,0,0,0,0,0,2
12445,'2024/02/26 17:14:00:500',11,0.485656,0.19411,0.673057,0.517763,0.494728,0.430075,0.397155,0.399769,0.422092,0.331187,0.35581,0.387805,0.4436,0.549187,0.544454,0.508561,0.516456,0.548708,0.523958,0.561757,0.504736,0.427519,0.336165,0.334293,0.334317,0.309042,0.297764,0,0,0,0,0,0,2
12446,'2024/02/26 17:14:00:512',11,0.480096,0.1932,0.670819,0.49253,0.48164,0.452844,0.418205,0.398049,0.397224,0.35345,0.340608,0.385115,0.467791,0.532018,0.513541,0.485112,0.54043,0.555342,0.516178,0.556283,0.472712,0.394757,0.331985,0.331906,0.327041,0.307147,0.294928,0,0,0,0,0,0,2
12447,'2024/02/26 17:14:00:523',11,0.490925,0.195245,0.67062,0.501119,0.481856,0.443186,0.433536,0.382626,0.386073,0.361746,0.350641,0.371904,0.453635,0.534369,0.526333,0.52465,0.520365,0.551201,0.489815,0.532883,0.482818,0.40376,0.342024,0.335942,0.320046,0.310132,0.292803,0,0,0,0,0,0,2
12448,'2024/02/26 17:14:00:535',11,0.484717,0.192326,0.668531,0.48171,0.496106,0.47017,0.392076,0.437768,0.388789,0.361875,0.359684,0.396146,0.459845,0.526211,0.569501,0.547287,0.514355,0.545414,0.51992,0.556235,0.518071,0.443716,0.336984,0.34683,0.320132,0.313415,0.287606,0,0,0,0,0,0,2
12449,'2024/02/26 17:14:00:546',11,0.480672,0.196037,0.668471,0.471189,0.48042,0.4834,0.387994,0.41811,0.412326,0.378314,0.352722,0.372836,0.415471,0.537229,0.540028,0.511727,0.50194,0.538678,0.521111,0.556906,0.501346,0.422127,0.330826,0.339901,0.321212,0.307927,0.287877,0,0,0,0,0,0,2
12450,'2024/02/26 17:14:02:195',12,0.644816,0.145164,0.768898,0.770657,0.745076,0.687797,0.689737,0.645441,0.624078,0.618195,0.62339,0.624162,0.631201,0.674257,0.672161,0.674265,0.657879,0.644636,0.630122,0.644197,0.657549,0.610686,0.564055,0.513066,0.445004,0.383831,0.344454,0,0,0,0,0,0,2
